District,DBN,School Name,Grade,Group,Class,Year,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
02,02M933,CITY KNOLL MIDDLE SCHOOL,7,,Class 3,2016,76,308,19,25,35,46.1,15,19.7,7,9.2,22,28.9
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,3,Group 4,,2016,30,304,5,16.7,16,53.3,5,16.7,4,13.3,9,30
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,4,Group 3,,2016,25,309,3,12,12,48,6,24,4,16,10,40
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,5,Group 2,,2016,20,292,11,55,6,30,2,10,1,5,3,15
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,6,Group 1,Class 4,2016,36,292,15,41.7,9,25,9,25,3,8.3,12,33.3
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,7,,Class 3,2016,24,314,4,16.7,12,50,7,29.2,1,4.2,8,33.3
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,8,,Class 2,2016,40,298,14,35,16,40,9,22.5,1,2.5,10,25
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,3,Group 4,,2016,54,301,14,25.9,21,38.9,12,22.2,7,13,19,35.2
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,4,Group 3,,2016,53,311,10,18.9,17,32.1,15,28.3,11,20.8,26,49.1
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,5,Group 2,,2016,48,309,12,25,18,37.5,6,12.5,12,25,18,37.5
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,6,Group 1,Class 4,2016,62,310,13,21,21,33.9,16,25.8,12,19.4,28,45.2
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,7,,Class 3,2016,63,298,23,36.5,24,38.1,11,17.5,5,7.9,16,25.4
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,8,,Class 2,2016,52,322,10,19.2,16,30.8,11,21.2,15,28.8,26,50
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",3,Group 4,,2016,129,278,73,56.6,34,26.4,16,12.4,6,4.7,22,17.1
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",4,Group 3,,2016,127,279,64,50.4,48,37.8,14,11,1,0.8,15,11.8
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",5,Group 2,,2016,142,279,88,62,38,26.8,15,10.6,1,0.7,16,11.3
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",6,Group 1,Class 4,2016,123,288,48,39,50,40.7,19,15.4,6,4.9,25,20.3
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",7,,Class 3,2016,79,298,33,41.8,24,30.4,20,25.3,2,2.5,22,27.8
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",8,,Class 2,2016,85,283,44,51.8,26,30.6,10,11.8,5,5.9,15,17.6
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,3,Group 4,,2016,91,293,30,33,37,40.7,14,15.4,10,11,24,26.4
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,4,Group 3,,2016,74,292,28,37.8,27,36.5,12,16.2,7,9.5,19,25.7
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,5,Group 2,,2016,74,297,30,40.5,23,31.1,14,18.9,7,9.5,21,28.4
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,6,Group 1,Class 4,2016,54,330,5,9.3,11,20.4,14,25.9,24,44.4,38,70.4
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,7,,Class 3,2016,63,307,14,22.2,31,49.2,16,25.4,2,3.2,18,28.6
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,,Class 2,2016,59,292,25,42.4,20,33.9,11,18.6,3,5.1,14,23.7
10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,6,Group 1,Class 4,2016,246,274,138,56.1,94,38.2,11,4.5,3,1.2,14,5.7
10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,7,,Class 3,2016,220,275,154,70,58,26.4,8,3.6,0,0,8,3.6
10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,,Class 2,2016,186,255,161,86.6,24,12.9,1,0.5,0,0,1,0.5
10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,6,Group 1,Class 4,2016,197,295,59,29.9,90,45.7,37,18.8,11,5.6,48,24.4
10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,7,,Class 3,2016,220,280,138,62.7,43,19.5,30,13.6,9,4.1,39,17.7
10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,,Class 2,2016,144,262,114,79.2,27,18.8,2,1.4,1,0.7,3,2.1
10,10X095,P.S. 095 SHEILA MENCHER,3,Group 4,,2016,143,284,69,48.3,52,36.4,17,11.9,5,3.5,22,15.4
10,10X095,P.S. 095 SHEILA MENCHER,4,Group 3,,2016,124,296,39,31.5,44,35.5,30,24.2,11,8.9,41,33.1
10,10X095,P.S. 095 SHEILA MENCHER,5,Group 2,,2016,130,297,52,40,53,40.8,19,14.6,6,4.6,25,19.2
10,10X095,P.S. 095 SHEILA MENCHER,6,Group 1,Class 4,2016,136,292,49,36,59,43.4,20,14.7,8,5.9,28,20.6
10,10X095,P.S. 095 SHEILA MENCHER,7,,Class 3,2016,134,292,67,50,46,34.3,16,11.9,5,3.7,21,15.7
10,10X095,P.S. 095 SHEILA MENCHER,8,,Class 2,2016,85,268,59,69.4,23,27.1,3,3.5,0,0,3,3.5
10,10X118,J.H.S. 118 WILLIAM W. NILES,6,Group 1,Class 4,2016,378,300,118,31.2,126,33.3,64,16.9,70,18.5,134,35.4
10,10X118,J.H.S. 118 WILLIAM W. NILES,7,,Class 3,2016,352,308,111,31.5,87,24.7,94,26.7,60,17,154,43.8
10,10X118,J.H.S. 118 WILLIAM W. NILES,8,,Class 2,2016,328,291,146,44.5,90,27.4,47,14.3,45,13.7,92,28
10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,6,Group 1,Class 4,2016,212,309,46,21.7,75,35.4,42,19.8,49,23.1,91,42.9
10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,7,,Class 3,2016,227,318,36,15.9,80,35.2,74,32.6,37,16.3,111,48.9
10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,,Class 2,2016,148,307,36,24.3,57,38.5,39,26.4,16,10.8,55,37.2
10,10X206,I.S. 206 ANN MERSEREAU,6,Group 1,Class 4,2016,53,276,30,56.6,14,26.4,9,17,0,0,9,17
10,10X206,I.S. 206 ANN MERSEREAU,7,,Class 3,2016,68,290,30,44.1,27,39.7,9,13.2,2,2.9,11,16.2
10,10X206,I.S. 206 ANN MERSEREAU,8,,Class 2,2016,104,277,61,58.7,39,37.5,4,3.8,0,0,4,3.8
10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,6,Group 1,Class 4,2016,53,296,15,28.3,29,54.7,4,7.5,5,9.4,9,17
10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,7,,Class 3,2016,67,292,32,47.8,26,38.8,9,13.4,0,0,9,13.4
10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,,Class 2,2016,58,297,17,29.3,29,50,7,12.1,5,8.6,12,20.7
10,10X228,JONAS BRONCK ACADEMY,6,Group 1,Class 4,2016,87,303,19,21.8,42,48.3,15,17.2,11,12.6,26,29.9
10,10X228,JONAS BRONCK ACADEMY,7,,Class 3,2016,85,296,30,35.3,36,42.4,19,22.4,0,0,19,22.4
10,10X228,JONAS BRONCK ACADEMY,8,,Class 2,2016,85,306,15,17.6,44,51.8,21,24.7,5,5.9,26,30.6
10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,6,Group 1,Class 4,2016,72,292,17,23.6,44,61.1,11,15.3,0,0,11,15.3
10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,7,,Class 3,2016,85,277,56,65.9,25,29.4,3,3.5,1,1.2,4,4.7
10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,,Class 2,2016,51,282,28,54.9,21,41.2,2,3.9,0,0,2,3.9
10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,6,Group 1,Class 4,2016,171,302,44,25.7,68,39.8,32,18.7,27,15.8,59,34.5
10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,7,,Class 3,2016,267,302,97,36.3,104,39,47,17.6,19,7.1,66,24.7
10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,,Class 2,2016,245,286,110,44.9,102,41.6,31,12.7,2,0.8,33,13.5
10,10X254,I.S. 254,6,Group 1,Class 4,2016,136,276,78,57.4,42,30.9,7,5.1,9,6.6,16,11.8
10,10X254,I.S. 254,7,,Class 3,2016,176,286,95,54,58,33,18,10.2,5,2.8,23,13.1
10,10X254,I.S. 254,8,,Class 2,2016,138,290,68,49.3,35,25.4,22,15.9,13,9.4,35,25.4
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",3,Group 4,,2016,132,287,58,43.9,48,36.4,20,15.2,6,4.5,26,19.7
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",4,Group 3,,2016,109,277,58,53.2,31,28.4,12,11,8,7.3,20,18.3
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",5,Group 2,,2016,104,276,71,68.3,20,19.2,12,11.5,1,1,13,12.5
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",6,Group 1,Class 4,2016,123,298,31,25.2,54,43.9,23,18.7,15,12.2,38,30.9
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",7,,Class 3,2016,110,292,52,47.3,40,36.4,14,12.7,4,3.6,18,16.4
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",8,,Class 2,2016,116,299,32,27.6,57,49.1,21,18.1,6,5.2,27,23.3
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,3,Group 4,,2016,101,298,32,31.7,38,37.6,23,22.8,8,7.9,31,30.7
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,4,Group 3,,2016,97,308,14,14.4,40,41.2,28,28.9,15,15.5,43,44.3
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,5,Group 2,,2016,126,302,32,25.4,67,53.2,22,17.5,5,4,27,21.4
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,6,Group 1,Class 4,2016,98,309,18,18.4,34,34.7,25,25.5,21,21.4,46,46.9
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,7,,Class 3,2016,95,295,44,46.3,25,26.3,24,25.3,2,2.1,26,27.4
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,8,,Class 2,2016,79,291,36,45.6,24,30.4,13,16.5,6,7.6,19,24.1
10,10X308,BRONX DANCE ACADEMY SCHOOL,6,Group 1,Class 4,2016,79,291,25,31.6,42,53.2,6,7.6,6,7.6,12,15.2
10,10X308,BRONX DANCE ACADEMY SCHOOL,7,,Class 3,2016,94,289,47,50,34,36.2,12,12.8,1,1.1,13,13.8
10,10X308,BRONX DANCE ACADEMY SCHOOL,8,,Class 2,2016,49,278,23,46.9,25,51,1,2,0,0,1,2
10,10X315,P.S. 315 LAB SCHOOL,3,Group 4,,2016,31,304,6,19.4,15,48.4,5,16.1,5,16.1,10,32.3
10,10X315,P.S. 315 LAB SCHOOL,4,Group 3,,2016,30,304,7,23.3,12,40,3,10,8,26.7,11,36.7
10,10X315,P.S. 315 LAB SCHOOL,5,Group 2,,2016,28,313,4,14.3,9,32.1,13,46.4,2,7.1,15,53.6
10,10X315,P.S. 315 LAB SCHOOL,6,Group 1,Class 4,2016,30,292,8,26.7,18,60,4,13.3,0,0,4,13.3
10,10X315,P.S. 315 LAB SCHOOL,7,,Class 3,2016,26,309,7,26.9,9,34.6,8,30.8,2,7.7,10,38.5
10,10X315,P.S. 315 LAB SCHOOL,8,,Class 2,2016,47,298,15,31.9,15,31.9,14,29.8,3,6.4,17,36.2
10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,6,Group 1,Class 4,2016,112,285,47,42,42,37.5,17,15.2,6,5.4,23,20.5
10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,7,,Class 3,2016,131,278,82,62.6,41,31.3,8,6.1,0,0,8,6.1
10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,8,,Class 2,2016,112,270,74,66.1,33,29.5,2,1.8,3,2.7,5,4.5
10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,6,Group 1,Class 4,2016,39,282,15,38.5,22,56.4,2,5.1,0,0,2,5.1
10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,7,,Class 3,2016,57,282,28,49.1,26,45.6,3,5.3,0,0,3,5.3
10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,8,,Class 2,2016,51,279,27,52.9,17,33.3,6,11.8,1,2,7,13.7
10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,6,Group 1,Class 4,2016,145,268,93,64.1,47,32.4,5,3.4,0,0,5,3.4
10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,7,,Class 3,2016,139,271,107,77,28,20.1,4,2.9,0,0,4,2.9
10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,8,,Class 2,2016,117,284,56,47.9,48,41,13,11.1,0,0,13,11.1
10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),6,Group 1,Class 4,2016,128,298,42,32.8,41,32,26,20.3,19,14.8,45,35.2
10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),7,,Class 3,2016,164,289,80,48.8,54,32.9,24,14.6,6,3.7,30,18.3
10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),8,,Class 2,2016,125,271,76,60.8,43,34.4,6,4.8,0,0,6,4.8
10,10X390,M.S. 390,6,Group 1,Class 4,2016,181,277,96,53,68,37.6,13,7.2,4,2.2,17,9.4
10,10X390,M.S. 390,7,,Class 3,2016,137,284,76,55.5,47,34.3,14,10.2,0,0,14,10.2
10,10X390,M.S. 390,8,,Class 2,2016,104,282,46,44.2,51,49,5,4.8,2,1.9,7,6.7
10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,6,Group 1,Class 4,2016,171,266,117,68.4,48,28.1,4,2.3,2,1.2,6,3.5
10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,7,,Class 3,2016,168,273,115,68.5,37,22,9,5.4,7,4.2,16,9.5
10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,8,,Class 2,2016,139,268,98,70.5,24,17.3,11,7.9,6,4.3,17,12.2
10,10X447,CRESTON ACADEMY,6,Group 1,Class 4,2016,143,299,30,21,79,55.2,21,14.7,13,9.1,34,23.8
10,10X447,CRESTON ACADEMY,7,,Class 3,2016,162,295,66,40.7,63,38.9,24,14.8,9,5.6,33,20.4
10,10X447,CRESTON ACADEMY,8,,Class 2,2016,161,304,45,28,76,47.2,21,13,19,11.8,40,24.8
20,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,6,Group 1,Class 4,2016,118,318,13,11,45,38.1,24,20.3,36,30.5,60,50.8
20,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,7,,Class 3,2016,132,304,47,35.6,40,30.3,29,22,16,12.1,45,34.1
20,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,8,,Class 2,2016,147,309,35,23.8,56,38.1,36,24.5,20,13.6,56,38.1
20,20K062,J.H.S. 062 DITMAS,6,Group 1,Class 4,2016,303,308,52,17.2,134,44.2,71,23.4,46,15.2,117,38.6
20,20K062,J.H.S. 062 DITMAS,7,,Class 3,2016,324,299,123,38,117,36.1,57,17.6,27,8.3,84,25.9
20,20K062,J.H.S. 062 DITMAS,8,,Class 2,2016,345,297,123,35.7,118,34.2,78,22.6,26,7.5,104,30.1
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,3,Group 4,,2016,136,330,16,11.8,30,22.1,31,22.8,59,43.4,90,66.2
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,4,Group 3,,2016,123,331,12,9.8,31,25.2,28,22.8,52,42.3,80,65
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,5,Group 2,,2016,113,327,10,8.8,35,31,39,34.5,29,25.7,68,60.2
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,6,Group 1,Class 4,2016,170,315,24,14.1,64,37.6,39,22.9,43,25.3,82,48.2
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,7,,Class 3,2016,157,319,31,19.7,44,28,51,32.5,31,19.7,82,52.2
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,8,,Class 2,2016,153,310,28,18.3,73,47.7,29,19,23,15,52,34
20,20K163,P.S. 163 BATH BEACH,3,Group 4,,2016,72,306,18,25,23,31.9,20,27.8,11,15.3,31,43.1
20,20K163,P.S. 163 BATH BEACH,4,Group 3,,2016,65,307,16,24.6,16,24.6,20,30.8,13,20,33,50.8
20,20K163,P.S. 163 BATH BEACH,5,Group 2,,2016,92,320,13,14.1,29,31.5,33,35.9,17,18.5,50,54.3
20,20K163,P.S. 163 BATH BEACH,6,Group 1,Class 4,2016,90,324,12,13.3,17,18.9,23,25.6,38,42.2,61,67.8
20,20K163,P.S. 163 BATH BEACH,7,,Class 3,2016,70,320,9,12.9,25,35.7,26,37.1,10,14.3,36,51.4
20,20K163,P.S. 163 BATH BEACH,8,,Class 2,2016,68,328,5,7.4,21,30.9,23,33.8,19,27.9,42,61.8
20,20K180,THE SEEALL ACADEMY,3,Group 4,,2016,84,308,14,16.7,35,41.7,17,20.2,18,21.4,35,41.7
20,20K180,THE SEEALL ACADEMY,4,Group 3,,2016,93,304,27,29,29,31.2,20,21.5,17,18.3,37,39.8
20,20K180,THE SEEALL ACADEMY,5,Group 2,,2016,87,318,14,16.1,26,29.9,26,29.9,21,24.1,47,54
20,20K180,THE SEEALL ACADEMY,6,Group 1,Class 4,2016,178,328,18,10.1,52,29.2,29,16.3,79,44.4,108,60.7
20,20K180,THE SEEALL ACADEMY,7,,Class 3,2016,162,324,24,14.8,45,27.8,39,24.1,54,33.3,93,57.4
20,20K180,THE SEEALL ACADEMY,8,,Class 2,2016,121,315,18,14.9,45,37.2,45,37.2,13,10.7,58,47.9
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,6,Group 1,Class 4,2016,279,376,7,2.5,9,3.2,2,0.7,261,93.5,263,94.3
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,7,,Class 3,2016,324,375,3,0.9,1,0.3,16,4.9,304,93.8,320,98.8
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,8,,Class 2,2016,339,375,5,1.5,5,1.5,17,5,312,92,329,97.1
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,3,Group 4,,2016,65,291,28,43.1,17,26.2,10,15.4,10,15.4,20,30.8
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,4,Group 3,,2016,68,291,24,35.3,21,30.9,15,22.1,8,11.8,23,33.8
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,5,Group 2,,2016,70,291,34,48.6,15,21.4,18,25.7,3,4.3,21,30
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,6,Group 1,Class 4,2016,66,314,10,15.2,22,33.3,20,30.3,14,21.2,34,51.5
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,7,,Class 3,2016,47,307,16,34,13,27.7,10,21.3,8,17,18,38.3
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,8,,Class 2,2016,53,318,10,18.9,18,34,12,22.6,13,24.5,25,47.2
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,6,Group 1,Class 4,2016,500,326,64,12.8,118,23.6,90,18,228,45.6,318,63.6
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,7,,Class 3,2016,486,333,66,13.6,100,20.6,106,21.8,214,44,320,65.8
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,8,,Class 2,2016,347,322,42,12.1,108,31.1,126,36.3,71,20.5,197,56.8
20,20K220,J.H.S. 220 JOHN J. PERSHING,6,Group 1,Class 4,2016,473,307,110,23.3,168,35.5,94,19.9,101,21.4,195,41.2
20,20K220,J.H.S. 220 JOHN J. PERSHING,7,,Class 3,2016,437,322,76,17.4,132,30.2,124,28.4,105,24,229,52.4
20,20K220,J.H.S. 220 JOHN J. PERSHING,8,,Class 2,2016,410,323,70,17.1,123,30,93,22.7,124,30.2,217,52.9
20,20K223,J.H.S. 223 THE MONTAUK,6,Group 1,Class 4,2016,304,312,58,19.1,102,33.6,56,18.4,88,28.9,144,47.4
20,20K223,J.H.S. 223 THE MONTAUK,7,,Class 3,2016,307,320,70,22.8,86,28,80,26.1,71,23.1,151,49.2
20,20K223,J.H.S. 223 THE MONTAUK,8,,Class 2,2016,312,317,56,17.9,98,31.4,85,27.2,73,23.4,158,50.6
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,6,Group 1,Class 4,2016,427,305,98,23,176,41.2,79,18.5,74,17.3,153,35.8
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,7,,Class 3,2016,428,312,109,25.5,130,30.4,120,28,69,16.1,189,44.2
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,8,,Class 2,2016,440,314,83,18.9,158,35.9,117,26.6,82,18.6,199,45.2
20,20K229,P.S. 229 DYKER,3,Group 4,,2016,139,337,6,4.3,29,20.9,31,22.3,73,52.5,104,74.8
20,20K229,P.S. 229 DYKER,4,Group 3,,2016,154,345,15,9.7,18,11.7,28,18.2,93,60.4,121,78.6
20,20K229,P.S. 229 DYKER,5,Group 2,,2016,135,344,7,5.2,22,16.3,42,31.1,64,47.4,106,78.5
20,20K229,P.S. 229 DYKER,6,Group 1,Class 4,2016,127,339,9,7.1,20,15.7,25,19.7,73,57.5,98,77.2
20,20K229,P.S. 229 DYKER,7,,Class 3,2016,97,327,8,8.2,33,34,29,29.9,27,27.8,56,57.7
20,20K229,P.S. 229 DYKER,8,,Class 2,2016,54,307,10,18.5,25,46.3,13,24.1,6,11.1,19,35.2
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,6,Group 1,Class 4,2016,556,327,63,11.3,146,26.3,100,18,247,44.4,347,62.4
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,7,,Class 3,2016,553,334,61,11,133,24.1,146,26.4,213,38.5,359,64.9
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,8,,Class 2,2016,481,334,42,8.7,128,26.6,122,25.4,189,39.3,311,64.7
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,6,Group 1,Class 4,2016,58,310,7,12.1,28,48.3,17,29.3,6,10.3,23,39.7
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,7,,Class 3,2016,69,316,13,18.8,23,33.3,23,33.3,10,14.5,33,47.8
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,8,,Class 2,2016,39,294,18,46.2,12,30.8,8,20.5,1,2.6,9,23.1
20,20K686,BROOKLYN SCHOOL OF INQUIRY,3,Group 4,,2016,54,355,0,0,4,7.4,10,18.5,40,74.1,50,92.6
20,20K686,BROOKLYN SCHOOL OF INQUIRY,4,Group 3,,2016,58,350,0,0,5,8.6,13,22.4,40,69,53,91.4
20,20K686,BROOKLYN SCHOOL OF INQUIRY,5,Group 2,,2016,62,356,0,0,4,6.5,17,27.4,41,66.1,58,93.5
20,20K686,BROOKLYN SCHOOL OF INQUIRY,6,Group 1,Class 4,2016,90,351,1,1.1,11,12.2,16,17.8,62,68.9,78,86.7
20,20K686,BROOKLYN SCHOOL OF INQUIRY,7,,Class 3,2016,50,360,1,2,0,0,12,24,37,74,49,98
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,Group 1,Class 4,2016,624,318,91,14.6,224,35.9,117,18.8,192,30.8,309,49.5
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,,Class 3,2016,579,320,115,19.9,159,27.5,167,28.8,138,23.8,305,52.7
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,,Class 2,2016,490,308,105,21.4,195,39.8,129,26.3,61,12.4,190,38.8
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,Group 4,,2016,118,315,21,17.8,32,27.1,36,30.5,29,24.6,65,55.1
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,Group 3,,2016,124,312,23,18.5,36,29,42,33.9,23,18.5,65,52.4
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,Group 2,,2016,143,330,20,14,29,20.3,44,30.8,50,35,94,65.7
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,Group 1,Class 4,2016,128,323,12,9.4,44,34.4,28,21.9,44,34.4,72,56.3
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,,Class 3,2016,132,325,18,13.6,42,31.8,43,32.6,29,22,72,54.5
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,,Class 2,2016,104,325,12,11.5,31,29.8,34,32.7,27,26,61,58.7
24,24Q061,I.S. 061 LEONARDO DA VINCI,6,Group 1,Class 4,2016,646,293,202,31.3,290,44.9,89,13.8,65,10.1,154,23.8
24,24Q061,I.S. 061 LEONARDO DA VINCI,7,,Class 3,2016,715,297,272,38,278,38.9,121,16.9,44,6.2,165,23.1
24,24Q061,I.S. 061 LEONARDO DA VINCI,8,,Class 2,2016,621,281,307,49.4,261,42,46,7.4,7,1.1,53,8.5
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,6,Group 1,Class 4,2016,596,317,92,15.4,202,33.9,130,21.8,172,28.9,302,50.7
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,7,,Class 3,2016,711,317,144,20.3,240,33.8,184,25.9,143,20.1,327,46
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,8,,Class 2,2016,649,321,103,15.9,221,34.1,164,25.3,161,24.8,325,50.1
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,6,Group 1,Class 4,2016,324,291,111,34.3,134,41.4,54,16.7,25,7.7,79,24.4
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,7,,Class 3,2016,300,286,168,56,79,26.3,30,10,23,7.7,53,17.7
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,8,,Class 2,2016,266,280,130,48.9,112,42.1,21,7.9,3,1.1,24,9
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,3,Group 4,,2016,45,316,4,8.9,18,40,12,26.7,11,24.4,23,51.1
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,4,Group 3,,2016,41,302,11,26.8,13,31.7,12,29.3,5,12.2,17,41.5
